channelreachidpk,channelareaidfk,sdsfeaturedescription,mediaidfk,sdsid,sdsmetadataid,sourceprojection,mileagestart,mileageend,reportedlength,depthmaintained,depthauthorized,widthfrom,widthto,datecreated,sdsfeaturename,dateuploaded,sourceagency,usacedistrictcode,dateloadedenterprise,projectedarea,areasizeuom,channelreachcategory,channelreachtype,epsg,Shape__Area,Shape__Length
CEMVR_UM_13_MVR_14,CEMVR_UM_13_MVR,Pool 13 RM 542 - 543,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{ec3680f7-853e-4019-8e64-19788d8aef3a},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,542.000000000000000,543.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 13,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,9256857.409984219819307,Square Foot,Inland,non_fixed,3436,0.000093679742122,0.079906301951979
CEMVR_UM_13_MVR_15,CEMVR_UM_13_MVR,Pool 13 RM 541 - 542,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{427b4d15-dd2a-4692-9e7a-0b9c1ab6d65c},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,541.000000000000000,542.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 13,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,8024602.664237439632416,Square Foot,Inland,non_fixed,3436,0.000081191483332,0.045170366605845
CEMVR_UM_13_MVR_16,CEMVR_UM_13_MVR,Pool 13 RM 540 - 541,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{bb162576-8db4-47a4-ac53-8bb3a7bc7cac},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,540.000000000000000,541.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 13,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,8996816.744659399613738,Square Foot,Inland,non_fixed,3436,0.000091014628197,0.075598379629731
CEMVR_UM_13_MVR_17,CEMVR_UM_13_MVR,Pool 13 RM 539 - 540,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{79e4ccb1-a4ab-48e9-8c4e-5799711e1600},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,539.000000000000000,540.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 13,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,12146206.380526870489120,Square Foot,Inland,non_fixed,3436,0.000122873795135,0.077511863071855
CEMVR_UM_13_MVR_18,CEMVR_UM_13_MVR,Pool 13 RM 538 - 539,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{acc8c15d-12dc-4ef1-aa93-b0371eb369da},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,538.000000000000000,539.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 13,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,8531340.707469889894128,Square Foot,Inland,non_fixed,3436,0.000086292031483,0.065496088850094
CEMVR_UM_13_MVR_19,CEMVR_UM_13_MVR,Pool 13 RM 537 - 538,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{3d4e6bd6-2c6e-4389-9ef0-efe0e984fe98},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,537.000000000000000,538.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 13,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,9108150.590699080377817,Square Foot,Inland,non_fixed,3436,0.000092103331781,0.051160531656054
CEMVR_UM_13_MVR_2,CEMVR_UM_13_MVR,Pool 13 RM 554 - 555,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{e7858110-0545-4c55-bbf4-1b83734ad98b},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,554.000000000000000,555.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 13,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,11306283.607625700533390,Square Foot,Inland,non_fixed,3436,0.000114572103257,0.073511264729663
CEMVR_UM_13_MVR_20,CEMVR_UM_13_MVR,Pool 13 RM 536 - 537,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{6fe3b49a-cf9f-44fd-8267-f233a3bb9bad},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,536.000000000000000,537.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 13,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,11294904.534720759838820,Square Foot,Inland,non_fixed,3436,0.000114192106821,0.057888972874053
CEMVR_UM_13_MVR_21,CEMVR_UM_13_MVR,Pool 13 RM 535 - 536,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{5b8d5ec5-f831-4e62-a55a-dfb2a17ee960},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,535.000000000000000,536.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 13,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,10180322.193104930222034,Square Foot,Inland,non_fixed,3436,0.000102902168010,0.046915740548491
CEMVR_UM_13_MVR_22,CEMVR_UM_13_MVR,Pool 13 RM 534 - 535,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{d4427f3f-9260-4a36-902f-9be1b77940e8},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,534.000000000000000,535.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 13,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,11443798.058735279366374,Square Foot,Inland,non_fixed,3436,0.000115646914310,0.055445542525061
CEMVR_UM_13_MVR_23,CEMVR_UM_13_MVR,Pool 13 RM 533 - 534,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{3a9d42b3-54a1-47b8-b755-d800d3279789},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,533.000000000000000,534.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 13,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,16433079.066958580166101,Square Foot,Inland,non_fixed,3436,0.000166028076364,0.073671942346829
CEMVR_UM_13_MVR_24,CEMVR_UM_13_MVR,Pool 13 RM 532 - 533,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{9f4a2853-e43e-4e24-a68a-400b73724e65},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,532.000000000000000,533.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 13,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,10928340.682941729202867,Square Foot,Inland,non_fixed,3436,0.000110396154696,0.063574359239963
CEMVR_UM_13_MVR_25,CEMVR_UM_13_MVR,Pool 13 RM 531 - 532,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{1e6cd06d-64f1-4306-94fa-ebdc96b4c07b},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,531.000000000000000,532.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 13,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,11029115.945568010210991,Square Foot,Inland,non_fixed,3436,0.000111388099867,0.054128501901434
CEMVR_UM_13_MVR_26,CEMVR_UM_13_MVR,Pool 13 RM 530 - 531,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{46c749a1-b29d-4660-8efa-3e06abb44934},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,530.000000000000000,531.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 13,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,13622372.046005599200726,Square Foot,Inland,non_fixed,3436,0.000137550617637,0.064800384789564
CEMVR_UM_13_MVR_27,CEMVR_UM_13_MVR,Pool 13 RM 529 - 530,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{43b9fc3c-4582-4839-9804-8f5e36847d03},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,529.000000000000000,530.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 13,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,24627316.884256269782782,Square Foot,Inland,non_fixed,3436,0.000248618208389,0.137551940415183
CEMVR_UM_13_MVR_28,CEMVR_UM_13_MVR,Pool 13 RM 528 - 529,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{85ef0cf6-28ba-4001-8d2c-57952570a8ca},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,528.000000000000000,529.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 13,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,60493799.748986929655075,Square Foot,Inland,non_fixed,3436,0.000610525157754,0.207923828026939
CEMVR_UM_13_MVR_29,CEMVR_UM_13_MVR,Pool 13 RM 527 - 528,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{5109087b-a04c-49e9-8ffd-6ee06d1b2391},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,527.000000000000000,528.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 13,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,60610681.325228013098240,Square Foot,Inland,non_fixed,3436,0.000611575069115,0.149270192396196
CEMVR_UM_13_MVR_3,CEMVR_UM_13_MVR,Pool 13 RM 553 - 554,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{694c6997-6267-4956-ba98-2aa9c07d3ab6},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,553.000000000000000,554.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 13,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,9113951.697029389441013,Square Foot,Inland,non_fixed,3436,0.000092341250365,0.078652362567751
CEMVR_UM_13_MVR_30,CEMVR_UM_13_MVR,Pool 13 RM 526 - 527,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{73ad1a91-bd40-4415-90b6-597a5d8085c6},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,526.000000000000000,527.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 13,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,44907582.514418393373489,Square Foot,Inland,non_fixed,3436,0.000453091553936,0.128537291065530
CEMVR_UM_13_MVR_31,CEMVR_UM_13_MVR,Pool 13 RM 525 - 526,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{d3189f66-910e-47cb-b213-9b044df8b6de},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,525.000000000000000,526.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 13,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,74726761.958545565605164,Square Foot,Inland,non_fixed,3436,0.000753799325366,0.150162410958629
CEMVR_UM_13_MVR_32,CEMVR_UM_13_MVR,Pool 13 RM 524 - 525,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{cbee7093-96bc-4326-b08b-f7d8e7fe3a6f},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,524.000000000000000,525.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 13,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,84339344.561370462179184,Square Foot,Inland,non_fixed,3436,0.000850544664900,0.156282063671349
CEMVR_UM_13_MVR_33,CEMVR_UM_13_MVR,Pool 13 RM 522.6 - 524,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{9fad12a6-99ce-4425-9f43-85fbdb3fabc6},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,522.600000000000023,524.000000000000000,1.400000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 13,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,91055339.319869548082352,Square Foot,Inland,non_fixed,3436,0.000918060949289,0.174387985532888
CEMVR_UM_13_MVR_4,CEMVR_UM_13_MVR,Pool 13 RM 552 - 553,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{fe52b18e-b065-4242-b952-e7287689f5e4},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,552.000000000000000,553.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 13,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,11541593.000235930085182,Square Foot,Inland,non_fixed,3436,0.000116918849017,0.089029173897610
CEMVR_UM_13_MVR_5,CEMVR_UM_13_MVR,Pool 13 RM 551 - 552,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{c6c2334a-249f-48ae-96a4-33639bc5843e},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,551.000000000000000,552.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 13,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,9873603.735200909897685,Square Foot,Inland,non_fixed,3436,0.000100010577398,0.059643802805390
CEMVR_UM_13_MVR_6,CEMVR_UM_13_MVR,Pool 13 RM 550 - 551,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{d56e57cd-d244-48f3-bf64-f8f262ce3940},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,550.000000000000000,551.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 13,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,10954968.430489819496870,Square Foot,Inland,non_fixed,3436,0.000110957391371,0.063193183852712
CEMVR_UM_13_MVR_7,CEMVR_UM_13_MVR,Pool 13 RM 549 - 550,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{9ff87743-3406-49b3-9e4d-b5a2904dcd91},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,549.000000000000000,550.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 13,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,8397778.769848840311170,Square Foot,Inland,non_fixed,3436,0.000085048811115,0.048168860876084
CEMVR_UM_13_MVR_8,CEMVR_UM_13_MVR,Pool 13 RM 548 - 549,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{78174a49-77ee-4fe7-96ac-36aa802e2ddf},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,548.000000000000000,549.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 13,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,10132091.901378640905023,Square Foot,Inland,non_fixed,3436,0.000102602379911,0.054178570738131
CEMVR_UM_13_MVR_9,CEMVR_UM_13_MVR,Pool 13 RM 547 - 548,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{edfec33c-a4fd-4527-a208-155821e857cd},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,547.000000000000000,548.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 13,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,11408142.870130419731140,Square Foot,Inland,non_fixed,3436,0.000115510724982,0.069954586253647
CEMVR_UM_14_MVR_1,CEMVR_UM_14_MVR,Pool 14 RM 521 - 522.6,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{3dc5c12d-1c2d-4271-bf02-64011e51d96d},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,521.000000000000000,522.600000000000023,1.600000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 14,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,15311780.573577610775828,Square Foot,Inland,non_fixed,3436,0.000154332615921,0.161214000442217
CEMVR_UM_14_MVR_10,CEMVR_UM_14_MVR,Pool 14 RM 512 - 513,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{3ddb0e3b-cc6d-405d-9a84-f90c79c30986},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,512.000000000000000,513.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 14,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,16303965.733301850035787,Square Foot,Inland,non_fixed,3436,0.000164071083873,0.133866765155738
CEMVR_UM_14_MVR_11,CEMVR_UM_14_MVR,Pool 14 RM 511 - 512,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{f204b927-db1c-4f90-bdf1-44853807849e},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,511.000000000000000,512.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 14,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,9196311.519683850929141,Square Foot,Inland,non_fixed,3436,0.000092532517328,0.072480361866674
CEMVR_UM_14_MVR_12,CEMVR_UM_14_MVR,Pool 14 RM 510 - 511,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{2391e45b-0191-4046-8e60-4dbf82d9421a},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,510.000000000000000,511.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 14,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,13458891.829306190833449,Square Foot,Inland,non_fixed,3436,0.000135406651680,0.138630081883644
CEMVR_UM_14_MVR_13,CEMVR_UM_14_MVR,Pool 14 RM 509 - 510,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{a910f2af-f417-4b0b-bf14-9839226b37b7},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,509.000000000000000,510.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 14,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,11203555.583910129964352,Square Foot,Inland,non_fixed,3436,0.000112704621415,0.070012304148692
CEMVR_UM_14_MVR_14,CEMVR_UM_14_MVR,Pool 14 RM 508 - 509,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{9fad0beb-04e8-4bc8-9de0-d353c947b14d},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,508.000000000000000,509.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 14,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,16551286.402168590575457,Square Foot,Inland,non_fixed,3436,0.000166474054822,0.116922363821926
CEMVR_UM_14_MVR_15,CEMVR_UM_14_MVR,Pool 14 RM 507 - 508,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{04e15905-e008-4393-9953-f443f933280e},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,507.000000000000000,508.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 14,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,14285362.681221010163426,Square Foot,Inland,non_fixed,3436,0.000143658336583,0.102468124201852
CEMVR_UM_14_MVR_16,CEMVR_UM_14_MVR,Pool 14 RM 506 - 507,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{e3e7a823-59bd-42f2-a040-f80003bfd5ee},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,506.000000000000000,507.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 14,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,11997905.893444510176778,Square Foot,Inland,non_fixed,3436,0.000120626685657,0.071694783564270
CEMVR_UM_14_MVR_17,CEMVR_UM_14_MVR,Pool 14 RM 505 - 506,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{11b5c3b2-8bb0-4565-9fa8-02a965b38a10},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,505.000000000000000,506.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 14,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,11613927.401343179866672,Square Foot,Inland,non_fixed,3436,0.000116743315857,0.069440855645181
CEMVR_UM_14_MVR_18,CEMVR_UM_14_MVR,Pool 14 RM 504 - 505,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{2f461031-6729-4208-9979-6dafdb6c044a},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,504.000000000000000,505.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 14,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,9022444.621116150170565,Square Foot,Inland,non_fixed,3436,0.000090672168426,0.053960965707307
CEMVR_UM_14_MVR_19,CEMVR_UM_14_MVR,Pool 14 RM 503 - 504,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{7dd5db32-234c-48a8-88ee-76c3d6846e97},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,503.000000000000000,504.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 14,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,16601094.011364109814167,Square Foot,Inland,non_fixed,3436,0.000166806005609,0.079481808035958
CEMVR_UM_14_MVR_2,CEMVR_UM_14_MVR,Pool 14 RM 520 - 521,NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,{237c0707-e453-450a-8c85-6c67602389ce},NCF_CEMVR_DIS_ILLINOIS_WEST_20230203.ZIP,NAD_1983_StatePlane_Illinois_West_FIPS_1202_Feet,520.000000000000000,521.000000000000000,1.000000000000000,9.000000000000000,9.000000000000000,999.000000000000000,999.000000000000000,,Upper Mississippi River Pool 14,2/3/2023 0:00:00.000,CEMVR_DIS,CEMVR,10/28/2024 7:18:03.000,8716004.799458870664239,Square Foot,Inland,non_fixed,3436,0.000087828686674,0.053761579717905
