SURVEYJOBIDPK,SDSID,SDSFEATURENAME,SDSFEATUREDESCRIPTION,SDSMETADATAID,MEDIAIDFK,SURVEYTYPE,SURVEY_YEAR,DATE_START,DATE_END,DN_RIV_MIL,UP_RIV_MIL,RIVER,POOL,SURVEY_VESSEL,SURVEY_LOCATION,DATA_DENSITY,WATER_SURFACE,WS_DATUM,STAGE,LOL_SURFACE,LABOR_SOURCE,PLOT_LINK,POINT_COUNT,Z_MIN,Z_MAX,Z_MEAN,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE
MVRUM14_52225225_11A,,Lock 13 Lower,,,,examinationSurvey,2011,20111122,20111122,522.2,522.8,Mississippi_River,14,HINDS,LOCK_DAM,50,573.5,MSL 1912,1.5,572,Hired_Labor,,15679,-64.2,-2.8,-24.67369092,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM14_50685081_04A,,ADAMS ISLAND,,,,conditional,2004,20040324,20040324,506.8,508,Mississippi_River,14,COOT,CHANNEL,500,573.1,MSL 1912,1.1,572,Hired_Labor,,5670,-24.7,-2.1,-13.89486772,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM14_50155030_10A,,Princeton Lower to Princeton,,,,conditional,2010,20100622,20100622,501.5,503,Mississippi_River,14,HINDS,CHANNEL,100,573.9,MSL 1912,1.9,572,Hired_Labor,,36639,-37.7,-0.5,-22.70506291,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM13_54305446_10A,,ARNOLDS LOWER TO ARNOLDS,,,,conditional,2010,20100817,20100817,543,544.6,Mississippi_River,13,COOT,CHANNEL,200,587.6,MSL 1912,4.6,583,Hired_Labor,,7795,-25.23,0.84,-12.36077742,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM13_53205348_99A,,Sabula,,,,conditional,1999,19990825,19990825,532,534.8,Mississippi_River,13,SWEATT,CHANNEL,200,584.2,MSL 1912,1.2,583,Hired_Labor,,21050,-51.44,-0.31,-15.16377435,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM13_52705280_00A,,POMME DETERRE TO ELK RIVER,,,,conditional,2000,20000417,20000417,527,528,Mississippi_River,13,SWEATT,CHANNEL,200,583.4,MSL 1912,0.4,583,Hired_Labor,,7460,-35.69,-2.81,-13.28914343,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM13_53295341_03B,,DARK SLOUGH TO SABULA,,,,beforeDredging,2003,20030618,20030618,532.9,534,Mississippi_River,13,COOT,CHANNEL,200,584.1,MSL 1912,1.1,583,Hired_Labor,,10593,-28.8,-2.4,-10.19587463,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM13_53165324_12A,,Dark Slough,,,,conditional,2012,20120423,20120423,531.6,532.4,Mississippi_River,13,COOT,CHANNEL,200,584.1,MSL 1912,1.1,583,Hired_Labor,,11770,-31.62,-2.82,-16.3477706,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM13_53255340_07D,,DARK SLOUGH TO SABULA,,,,beforeDredging,2007,20071107,20071107,532.5,534,Mississippi_River,13,HINDS,CHANNEL,200,584.1,MSL 1912,1.1,583,Hired_Labor,,13275,-31.93,-3.59,-12.95397363,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM13_52655275_99A,,PommeTerre,,,,conditional,1999,19990526,19990526,526.5,527.4,Mississippi_River,13,SWEATT,CHANNEL,200,584.4,MSL 1912,1.4,583,Hired_Labor,,6960,-32.01,-1.16,-12.74608477,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM13_53055315_14A,,Smith Bay,,,,conditional,2014,20140505,20140505,530.5,531.5,Mississippi_River,13,HINDS,CHANNEL,200,586.3,MSL 1912,3.3,583,Hired_Labor,,19184,-18.5,-5.4,-11.9166545,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
SVRIWCS_32403250_03A,,RIVERDALE,,,,conditional,2003,20031217,20031217,325,324,Illinois_Waterway,CS,HINDS,CHANNEL,5,577.4,NGVD 29,0.1,577.5,Hired_Labor,,20241,-16.27,-4.04,-11.35934539,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
SVRIWCS_31303140_04A,,HARLEM AVENUE TO ALSIP LOWER,,,,conditional,2004,20040127,20040127,314,313,Illinois_Waterway,CS,HINDS,CHANNEL,5,577.4,NGVD 29,0.1,577.5,Hired_Labor,,13746,-16.37,-5.22,-10.79258475,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
SVRIWCS_30403050_04A,,JUNCTION,,,,conditional,2004,20040225,20040225,305,304,Illinois_Waterway,CS,HINDS,CHANNEL,5,577.1,NGVD 29,0.4,577.5,Hired_Labor,,11813,-18.77,-5.28,-13.14947092,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
SVRIWCS_31903200_11A,,Calumet Park,,,,conditional,2011,20110104,20110104,319,320,Illinois_Waterway,CS,HOLLING,CHANNEL,5,577.6,NGVD 29,0.1,577.5,Hired_Labor,,12660,-19.39,-3.44,-12.15778831,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
SVRIWCS_31003110_04A,,STONY CREEK TO HARLEM AVENUE,,,,conditional,2004,20040127,20040127,311,310,Illinois_Waterway,CS,HINDS,CHANNEL,5,577.4,NGVD 29,0.1,577.5,Hired_Labor,,13488,-16.21,-5.31,-10.89899466,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWCS_30793081_14A,,Willow Springs Lower,,,,conditional,2014,20140905,20140905,307.9,308.1,Illinois_Waterway,CS,HOLLING,CHANNEL,5,576.7,NGVD 29,-0.8,577.5,Hired_Labor,,35336,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
SVRIWCS_31063116_05A,,Stony Creek to Harlem Avenue,,,,conditional,2005,20050209,20050209,310.5,311.5,Illinois_Waterway,CS,HOLLING,CHANNEL,5,577.7,NGVD 29,0.2,577.5,Hired_Labor,,11438,-15.72,-3.12,-11.20454275,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
SVRIWCS_30753085_13A,,104TH AVENUE TO STONY CREEK,,,,conditional,2013,20130131,20130131,307.5,308.5,Illinois_Waterway,CS,HINDS,CHANNEL,5,577,NGVD 29,0.5,577.5,Hired_Labor,,13459,-16.4,-2.23,-10.26018426,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_47504772_00A,,LINWOOD TO HORSE ISLAND UPPER,,,,conditional,2000,20000814,20000814,475,477.2,Mississippi_River,16,SWEATT,CHANNEL,200,546.5,MSL 1912,1.5,545,Hired_Labor,,15671,-18.24,-2.83,-10.45698424,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_47184733_13B,,Buffalo Lower to Buffalo Upper,,,,conditional,2013,20130814,20130814,471.8,473.3,Mississippi_River,16,HINDS,CHANNEL,200,545.9,MSL 1912,0.9,545,Hired_Labor,,16177,-19.3,-4.42,-11.79878284,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_47504759_07B,,LINWOOD TO HORSE ISLAND LOWER,,,,beforeDredging,2007,20070712,20070712,475,475.9,Mississippi_River,16,COOT,CHANNEL,200,546.1,MSL 1912,1.1,545,Hired_Labor,,9817,-15.1,-3.8,-10.03241316,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_45724575_13A,,Lock and Dam 16 Upper,,,,examinationSurvey,2013,20130919,20130919,457.2,457.5,Mississippi_River,16,HINDS,LOCK AND DAM,50,546.1,MSL 1912,1.1,545,Hired_Labor,,17567,-38.7,-3.5,-21.28314453,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_47544765_15A,,Linwood,,,,conditional,2015,20150504,20150504,475.4,476.5,Mississippi_River,16,COOT,CHANNEL,100,547,MSL 1912,2,545,Hired_Labor,,16284,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWDR_27652775_06A,,DUPAGE RIVER TO SMITH BRIDGE,,,,conditional,2006,20060221,20060221,276.4,277.5,Illinois_Waterway,DR,HOLLING,CHANNEL,5,505,NGVD 29,0.5,504.5,Hired_Labor,,21066,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWDR_28532859_05A,,BRANDON ROAD LOCK LOWER,,,,conditional,2005,20050105,20050105,285.3,285.9,Illinois_Waterway,DR,HOLLING,CHANNEL,5,505.4,NGVD 29,0.9,504.5,Hired_Labor,,26781,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWDR_27152716_12A,,Dresden Lock Upper,,,,examinationSurvey,2012,20111123,20120104,271.5,271.6,Illinois_Waterway,DR,HOLLING,LOCK_DAM,5,504.9,NGVD 29,0.4,504.5,Hired_Labor,,33676,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWDR_27402750_09A,,BONNEL BEND,,,,conditional,2009,20090520,20090520,274,275,Illinois_Waterway,DR,HOLLING,CHANNEL,5,504.8,NGVD 29,0.3,504.5,Hired_Labor,,26669,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWDR_27902797_02A,,TREATS ISLAND,,,,beforeDredging,2002,20020513,20020513,279,279.7,Illinois_Waterway,DR,COOT,CHANNEL,50,506.8,NGVD 29,2.3,504.5,Hired_Labor,,11443,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_21532162_12A,,Clark Island,,,,conditional,2012,20120502,20120502,215.3,216.2,Illinois_Waterway,PE,HOLLING,CHANNEL,200,442.2,NGVD 29,2,440,Hired_Labor,,5584,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_22552275_02B,,VERMILLION RIVER,,,,conditional,2002,20021106,20021106,225.5,227.5,Illinois_Waterway,PE,HOLLING,CHANNEL,5,440.6,NGVD 29,0.4,440,Hired_Labor,,53878,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_21642178_03C,,SPRING VALLEY LOWER,,,,beforeDredging,2003,20030930,20030930,216.4,217.8,Illinois_Waterway,PE,COOT,CHANNEL,100,441.2,NGVD 29,1.1,440,Hired_Labor,,11980,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_22762290_01A,,DEER PARK LIGHT,,,,conditional,2001,20010809,20010809,227.6,229,Illinois_Waterway,PE,MACKINAW,CHANNEL,200,440.7,NGVD 29,0.3,440,Hired_Labor,,14822,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_21642191_00B,,SPRING VALLEY LOWER TO HUSE SLOUGH,,,,conditional,2000,20000829,20000829,216.4,220.6,Illinois_Waterway,PE,COOT,CHANNEL,100,440.5,NGVD 29,0.3,440,Hired_Labor,,55280,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_16381638_09A,,DETWEILLER MARINA,,,,conditional,2009,20091105,20091105,163.8,163.8,Illinois_Waterway,PE,HOLLING,HARBOR,5,449.3,NGVD 29,9.3,440,Hired_Labor,,8016,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM15_48954912_15A,,Campbells Island Lower,,,,conditional,2015,20151116,20151116,489.5,491.2,Mississippi_River,15,COOT,CHANNEL,200,561.8,MSL 1912,0.8,561,Hired_Labor,,10402,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM15_48294832_08A,,Lock 15 Upper,,,,conditional,2008,20081027,20081027,482.9,483.2,Mississippi_River,15,HINDS,CHANNEL,5,561.1,MSL 1912,0.1,561,Hired_Labor,,3436,-31.66,-9.81,-24.28844878,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWLP_29112913_07B,,LOCKPORT LOCK UPPER,,,,examinationSurvey,2007,20071003,20071003,291.1,291.3,Illinois_Waterway,LP,HOLLING,LOCK_DAM,5,576.8,NGVD 29,0.7,577.5,Hired_Labor,,3394,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWLP_32383243_07A,,ROOSEVELT,,,,conditional,2007,20071128,20071128,323.9,324.2,Illinois_Waterway,LP,HOLLING,CHANNEL,5,577,NGVD 29,0.5,577.5,Hired_Labor,,13583,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWLP_31733175_05A,,Cicero Avenue,,,,conditional,2005,20050120,20050120,317.3,317.5,Illinois_Waterway,LP,HOLLING,CHANNEL,5,577.7,NGVD 29,0.2,577.5,Hired_Labor,,1284,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWLP_30403050_13A,,Junction Upper,,,,conditional,2013,20130320,20130320,304,305,Illinois_Waterway,LP,HOLLING,CHANNEL,5,576.6,NGVD 29,0.9,577.5,Hired_Labor,,7555,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWLP_29112913_12A,,Lockport Lock Upper,,,,conditional,2012,20120516,20120516,291.1,291.3,Illinois_Waterway,LP,HOLLING,CHANNEL,5,577.5,NGVD 29,0,577.5,Hired_Labor,,7836,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWLP_31103120_13A,,Stevenson Expressway,,,,conditional,2013,20130403,20130403,311,312,Illinois_Waterway,LP,HOLLING,CHANNEL,5,576.7,NGVD 29,0.8,577.5,Hired_Labor,,11777,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWLA_14091420_08B,,COON HOLLOW ISLAND TO LANCASTER LIGHT,,,,conditional,2008,20081021,20081021,140.9,142,Illinois_Waterway,LA,HOLLING,CHANNEL,5,435,NGVD 29,5.4,429,Hired_Labor,,37520,-13.22,2.46,-7.7399323,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_21652175_07C,,SPRING VALLEY LOWER,,,,conditional,2007,20070820,20070820,216.5,217.5,Illinois_Waterway,PE,HOLLING,CHANNEL,5,444.2,NGVD 29,4.1,440,Hired_Labor,,34673,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_22352245_09B,,LASALLE BEND,,,,conditional,2009,20091014,20091014,224.5,223.5,Illinois_Waterway,PE,HOLLING,CHANNEL,5,441.3,NGVD 29,1.1,440,Hired_Labor,,28462,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_21542162_03C,,CLARK ISLAND,,,,PostDredge,2003,20031027,20031027,215.4,216.2,Illinois_Waterway,PE,COOT,CHANNEL,100,441.2,NGVD 29,1.1,440,Hired_Labor,,2089,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_18091824_14A,,Chillicothe to Chillicothe Railroad Bridge,,,,conditional,2014,20140828,20140828,180.9,182.4,Illinois_Waterway,PE,COOT,CHANNEL,200,441.9,NGVD 29,1.9,440,Hired_Labor,,7990,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM15_48334859_03B,,Lock 15 Upper to Arsenal Island,,,,conditional,2003,20031016,20031016,483.3,485.9,Mississippi_River,15,COOT,CHANNEL,200,561,MSL 1912,0,561,Hired_Labor,,22614,-31.1,-2.3,-18.13221014,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM15_48454866_09A,,SYLVAN SLOUGH,,,,conditional,2009,20090811,20090811,484.5,485,Mississippi_River,15,COOT,PERIPHERAL,50,561.3,MSL 1912,0.3,561,Hired_Labor,,20437,-23.8,0.5,-10.69459803,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM15_48334880_12A,,Lock 15 Upper to Moline,,,,conditional,2012,20121017,20121017,483.3,488,Mississippi_River,15,COOT,CHANNEL,500,561.1,MSL 1912,0.1,561,Hired_Labor,,22970,-29.76,0.15,-14.77913844,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_21492160_11B,,CLARK ISLAND,,,,conditional,2011,20111006,20111006,214.9,216,Illinois_Waterway,PE,HOLLING,CHANNEL,5,441.1,NGVD 29,1,440,Hired_Labor,,25734,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_22542257_09B,,VERMILLION RIVER,,,,conditional,2009,20090721,20090721,225.4,225.7,Illinois_Waterway,PE,COOT,CHANNEL,100,441.3,NGVD 29,1.1,440,Hired_Labor,,2457,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_17801800_04A,,ROME TO CHILLICOTHE LOWER,,,,conditional,2004,20040518,20040518,178,180,Illinois_Waterway,PE,HOLLING,CHANNEL,200,442.1,NGVD 29,2.1,440,Hired_Labor,,19564,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_23062307_03A,,HEAD OF PLUM ISLAND,,,,conditional,2003,20030717,20030717,230.6,230.7,Illinois_Waterway,PE,HOLLING,PERIPHERAL,50,450,NGVD 29,9.7,440,Hired_Labor,,3704,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_18021810_02A,,RICE LAKE,,,,conditional,2002,20020620,20020620,180.2,181,Illinois_Waterway,PE,COOT,PERIPHERAL,200,443.7,NGVD 29,3.7,440,Hired_Labor,,18605,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_17101727_07A,,MOSMVILLE LANDING TO BLUE CREEK LOWER,,,,conditional,2007,20070912,20070912,171,172.7,Illinois_Waterway,PE,HOLLING,CHANNEL,500,442.7,NGVD 29,2.7,440,Hired_Labor,,26723,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_16421642_07A,,PEORIA BOAT YARD,,,,beforeDredging,2007,20070312,20070312,164.2,164.2,Illinois_Waterway,PE,HINDS,HARBOR,5,446.1,NGVD 29,6.1,440,Hired_Labor,,16459,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_47154730_06B,,BUFFALO LOWER TO BUFFALO UPPER,,,,conditional,2006,20060725,20060725,471.5,473,Mississippi_River,16,HINDS,CHANNEL,200,545.8,MSL 1912,0.8,545,Hired_Labor,,15489,-19.26,-2.13,-11.75642779,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_47284730_08A,,ANDALUSIA BOAT Harbor,,,,conditional,2008,20080401,20080401,472.8,473,Mississippi_River,16,COOT,PERIPHERAL,50,549.2,MSL 1912,4.2,545,Hired_Labor,,5073,-16.8,2.2,-9.20299625,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_47944798_99C,,Sunset Marina,,,,conditional,1999,19991207,19991207,479.4,479.4,Mississippi_River,16,SWEATT,HARBOR,100,547.2,MSL 1912,2.2,545,Hired_Labor,,7640,-14.5,0.77,-5.78665314,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_48244830_12G,,Lock 15 Lower,,,,conditional,2012,20121016,20121016,482.4,483,Mississippi_River,16,COOT,CHANNEL,200,546.3,MSL 1912,1.3,545,Hired_Labor,,3262,-20.8,-4.7,-11.63619865,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_47984814_14A,,Credit Island to Crescent Bridge,,,,conditional,2014,20140520,20140520,479.8,481.4,Mississippi_River,16,HINDS,CHANNEL,200,557.3,MSL 1912,12.3,545,Hired_Labor,,49854,-18.06,3.19,-10.12781161,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_47494764_11D,,LINWOOD TO HORSE ISLAND LOWER,,,,conditional,2011,20110913,20110913,474.9,476.4,Mississippi_River,16,COOT,CHANNEL,200,546.6,MSL 1912,1.6,545,Hired_Labor,,6733,-15.7,-0.7,-10.51761473,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_22502270_08B,,LASALLE BEND TO VERMILLION RIVER,,,,conditional,2008,20081024,20081024,225,227,Illinois_Waterway,PE,COOT,CHANNEL,200,442.6,NGVD 29,2.4,440,Hired_Labor,,10575,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_19401980_04A,,HENRY ISLAND TO WEBSTERS LANDING,,,,conditional,2004,20040525,20040525,194,198,Illinois_Waterway,PE,HOLLING,CHANNEL,200,444.1,NGVD 29,4.1,440,Hired_Labor,,39996,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_23072310_00A,,STARVED ROCK LOCK LOWER,,,,Periodic,2000,20000717,20000718,230.7,231,Illinois_Waterway,PE,MACKINAW,examinationSurvey,50,446.4,NGVD 29,6.1,440,Hired_Labor,,14110,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_21532163_11A,,CLARK ISLAND,,,,conditional,2011,20110420,20110420,215.3,216.3,Illinois_Waterway,PE,HOLLING,CHANNEL,5,445.5,NGVD 29,5.3,440,Hired_Labor,,20786,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_21502170_13A,,Spring Valley Lower,,,,conditional,2013,20130813,20130813,215,217,Illinois_Waterway,PE,COOT,CHANNEL,100,440.8,NGVD 29,0.7,440,Hired_Labor,,11997,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_22472248_03B,,SHIPPINGSPORT BRIDGE (PRE-DEOMLITION),,,,conditional,2003,20030529,20030529,224.7,224.8,Illinois_Waterway,PE,COOT,CHANNEL,25,441.9,NGVD 29,1.7,440,Hired_Labor,,2206,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_20102010_09A,,SWAN LAKE ENTRANCE,,,,conditional,2009,20090804,20090804,201,201,Illinois_Waterway,PE,COOT,PERIPHERAL,200,440.8,NGVD 29,0.8,440,Hired_Labor,,1601,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRIWPE_18101820_07B,,CHILLICOTHE TO CHILLICOTHE RAILROAD BRIDGE,,,,conditional,2007,20071003,20071003,181,182,Illinois_Waterway,PE,COOT,CHANNEL,200,440.6,NGVD 29,0.6,440,Hired_Labor,,3395,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM15_49334933_99A,,Lock 14 Lower,,,,conditional,1999,19991202,19991202,493.3,493.3,Mississippi_River,15,SWEATT,CHANNEL,50,561.8,MSL 1912,0.8,561,Hired_Labor,,2928,-18.6,-1.3,-10.37264344,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM15_49204932_08A,,CAMPBELLS ISLAND UPPER TO LOCK 14 LOWER,,,,conditional,2008,20080321,20080321,492,493.2,Mississippi_River,15,COOT,PERIPHERAL,100,569.3,MSL 1912,8.3,561,Hired_Labor,,7684,-17.9,2.1,-8.49090318,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM15_49054920_08A,,CAMPBELLS ISLAND LOWER TO CAMPBELLS ISLAND UPPER,,,,conditional,2008,20080319,20080319,490.5,492,Mississippi_River,15,HINDS,CHANNEL,200,563,MSL 1912,2,561,Hired_Labor,,18383,-21.69,2.04,-12.46068922,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM15_48324833_99A,,Lock 15 Forebay,,,,conditional,1999,19990401,19990401,483,483.3,Mississippi_River,15,COOT,CHANNEL,50,561.2,MSL 1912,0.2,561,Hired_Labor,,4545,-21.6,-2.8,-7.68812981,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_47974797_11D,,SUNSET MARINA,,,,afterDredging,2011,20111115,20111115,479.7,479.7,Mississippi_River,16,COOT,CHANNEL,50,548,MSL 1912,3,545,Hired_Labor,,576,-8.1,0.7,-5.15902778,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_48254829_12E,,Lock 15 Lower,,,,beforeDredging,2012,20120829,20120829,482.5,482.9,Mississippi_River,16,HINDS,LOCK AND DAM,50,546.1,MSL 1912,1.1,545,Hired_Labor,,2967,-14.3,-2.79,-9.65071116,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_47304730_06A,,ANDALUSIA BOAT Harbor,,,,conditional,2006,20060420,20060420,473,473,Mississippi_River,16,COOT,PERIPHERAL,50,551.9,MSL 1912,6.4,545,Hired_Labor,,2255,-15.6,4.2,-6.80638581,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_47304730_99A,,Andalusia Small Boat Harbor,,,,beforeDredging,1999,19990512,19990512,473,473,Mississippi_River,16,COOT,HARBOR,200,548,MSL 1912,3,545,Hired_Labor,,2728,-15.1,0.5,-5.3014846,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_46924695_14C,,Montpelier Upper,,,,conditional,2014,20140722,20140722,469.2,469.5,Mississippi_River,16,HINDS,CHANNEL,5,548.5,MSL 1912,3.5,545,Hired_Labor,,86248,-15.42,-5.97,-10.38994365,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_47904810_09A,,ROCK RIVER JUNCTION TO CREDIT ISLAND,,,,conditional,2009,20090608,20090608,479,481,Mississippi_River,16,HINDS,CHANNEL,200,549.1,MSL 1912,4.1,545,Hired_Labor,,32116,-17.9,0.5,-10.11379998,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_45724574_06A,,Lock 16 Upper,,,,examinationSurvey,2006,20060831,20060831,457.2,457.4,Mississippi_River,16,HINDS,LOCK AND DAM,50,545.1,MSL 1912,0.1,545,Hired_Labor,,12598,-39.89,-3.87,-23.67045563,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_47134734_15A,,Buffalo Lower to Buffalo Upper,,,,conditional,2015,20150505,20150505,471.3,473.4,Mississippi_River,16,COOT,CHANNEL,100,547.2,MSL 1912,2.2,545,Hired_Labor,,17852,,,,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
MVRUM16_47194725_12D,,Buffalo Lower,,,,conditional,2012,20120906,20120906,471.9,472.5,Mississippi_River,16,COOT,CHANNEL,200,545.7,MSL 1912,0.7,545,Hired_Labor,,3439,-17.1,-7.2,-11.45813027,B5ODTDJM,5/19/2016 14:07,B5ODTDJM,5/19/2016 14:07
